Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,MonthName,YearMonth,Quarter,DaysToShip,ProfitMargin,OrderTotal,AOV,Rank,ProfitPerUnit,AvgDealSize,MonthlyTarget,EstimatedPipelineNeeded
18,CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0.0,9.989999999999995,2014,5,May,2014-05,2014Q2,2,0.1799999999999999,55.5,1711.1048571428569,774.0,4.994999999999997,55.5,16625.075144791666,277.5
19,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,8.56,2,0.0,2.4823999999999993,2014,8,Aug,2014-08,2014Q3,5,0.2899999999999999,244.76000000000002,350.4986666666667,1389.0,1.2411999999999996,81.58666666666667,16625.075144791666,42.8
20,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,213.48000000000002,3,0.2,16.01099999999998,2014,8,Aug,2014-08,2014Q3,5,0.0749999999999999,244.76000000000002,350.4986666666667,1064.0,5.3369999999999935,81.58666666666667,16625.075144791666,1067.4
21,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.383999999999999,2014,8,Aug,2014-08,2014Q3,5,0.32499999999999996,244.76000000000002,350.4986666666667,1234.0,1.8459999999999996,81.58666666666667,16625.075144791666,113.6
22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.459999999999997,7,0.0,5.0596,2016,12,Dec,2016-12,2016Q4,4,0.26,79.8,273.6584347826087,1573.0,0.7228,39.9,11486.7474975,97.29999999999998
23,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.339999999999996,7,0.0,15.688400000000001,2016,12,Dec,2016-12,2016Q4,4,0.26000000000000006,79.8,273.6584347826087,893.0,2.2412,39.9,11486.7474975,301.7
24,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.37199999999999,2,0.3,-1.0196000000000005,2017,7,Jul,2017-07,2017Q3,2,-0.014285714285714296,71.37199999999999,147.8951111111111,595.0,-0.5098000000000003,71.37199999999999,15555.403416666668,356.8599999999999
25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.6299999999999,3,0.0,240.2649,2015,9,Sep,2015-09,2015Q3,5,0.23000000000000004,1044.6299999999999,264.3822727272727,57.0,80.0883,1044.6299999999999,16625.075144791666,5223.149999999999
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648000000000001,2,0.2,4.2224,2016,1,Jan,2016-01,2016Q1,4,0.3625,102.218,173.09558823529412,1323.0,2.1112,51.109,16625.075144791666,58.24
27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57000000000001,3,0.0,11.774100000000004,2016,1,Jan,2016-01,2016Q1,4,0.13000000000000003,102.218,173.09558823529412,883.0,3.9247000000000014,51.109,16625.075144791666,452.85
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.4300000000003,7,0.5,-1665.0522,2015,9,Sep,2015-09,2015Q3,4,-0.5399999999999999,3329.434,1313.7534,14.0,-237.86460000000002,475.6334285714286,15555.403416666668,15417.150000000001
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618000000000002,2,0.7,-7.0532,2015,9,Sep,2015-09,2015Q3,4,-0.7333333333333332,3329.434,1313.7534,1097.0,-3.5266,475.6334285714286,15555.403416666668,48.09000000000001
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.20000000000002,3,0.2,15.524999999999991,2015,9,Sep,2015-09,2015Q3,4,0.12499999999999992,3329.434,1313.7534,427.0,5.174999999999997,475.6334285714286,15555.403416666668,621.0
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.2640000000000002,2,0.2,1.1015999999999997,2015,9,Sep,2015-09,2015Q3,4,0.33749999999999986,3329.434,1313.7534,1536.0,0.5507999999999998,475.6334285714286,15555.403416666668,16.32
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.709199999999989,2015,9,Sep,2015-09,2015Q3,4,0.11249999999999986,3329.434,1313.7534,751.0,1.618199999999998,475.6334285714286,15555.403416666668,431.52
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858000000000001,6,0.7,-5.715,2015,9,Sep,2015-09,2015Q3,4,-0.8333333333333331,3329.434,1313.7534,1562.0,-0.9525,475.6334285714286,15555.403416666668,34.290000000000006
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.5460000000000007,2015,9,Sep,2015-09,2015Q3,4,0.22500000000000006,3329.434,1313.7534,1156.0,1.7730000000000004,475.6334285714286,15555.403416666668,78.8
35,CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,9.946799999999998,2017,10,Oct,2017-10,2017Q4,4,0.3374999999999999,29.472,608.3024411764706,252.0,3.3155999999999994,29.472,11486.7474975,147.35999999999999
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.5440000000003,7,0.2,123.4736999999999,2016,12,Dec,2016-12,2016Q4,2,0.11249999999999986,1288.4640000000004,883.2360000000003,101.0,17.639099999999985,644.2320000000002,11486.7474975,5487.720000000001
37,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.96300000000002,2016,12,Dec,2016-12,2016Q4,2,-0.7750000000000001,1288.4640000000004,883.2360000000003,220.0,-29.592600000000004,644.2320000000002,11486.7474975,954.5999999999999
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,2015,12,Dec,2015-12,2015Q4,4,0.3125,1228.9532,531.478147368421,1143.0,3.935,307.2383,11486.7474975,566.64
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.97640000000001,2015,12,Dec,2015-12,2015Q4,4,-0.08823529411764709,1228.9532,531.478147368421,53.0,-15.658800000000005,307.2383,11486.7474975,2661.9959999999996
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.146999999999991,2015,12,Dec,2015-12,2015Q4,4,-0.0714285714285714,1228.9532,531.478147368421,195.0,-5.048999999999997,307.2383,11486.7474975,1060.29
41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.75639999999996,2015,12,Dec,2015-12,2015Q4,4,0.11249999999999988,1228.9532,531.478147368421,277.0,10.43909999999999,307.2383,11486.7474975,1855.84
42,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.556399999999996,2017,9,Sep,2017-09,2017Q3,5,0.11249999999999998,147.168,464.06771428571426,569.0,4.139099999999999,147.168,11486.7474975,735.84
43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.8939999999999912,2016,7,Jul,2016-07,2016Q3,5,0.04999999999999989,77.88,763.1398666666666,560.0,1.9469999999999956,77.88,16625.075144791666,389.4
44,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.56160000000001,2017,9,Sep,2017-09,2017Q3,4,0.1000000000000001,95.616,570.2286,506.0,4.780800000000005,95.616,8976.960322916668,478.08
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,2016,3,Mar,2016-03,2016Q1,2,0.43000000000000005,63.44,208.93760000000003,1013.0,9.8857,31.72,11486.7474975,229.89999999999998
46,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.206199999999999,2016,3,Mar,2016-03,2016Q1,2,0.4699999999999999,63.44,208.93760000000003,1030.0,4.1030999999999995,31.72,11486.7474975,87.3
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.478399999999993,2014,10,Oct,2014-10,2014Q4,5,0.039999999999999966,211.96,403.57,532.0,2.1195999999999984,211.96,11486.7474975,1059.8
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.950000000000001,2016,6,Jun,2016-06,2016Q2,5,0.11000000000000003,66.8,267.7732,877.0,1.6500000000000004,33.4,15555.403416666668,225.0
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104000000000001,2016,6,Jun,2016-06,2016Q2,5,0.28,66.8,267.7732,994.0,3.0520000000000005,33.4,15555.403416666668,109.0
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,2015,4,Apr,2015-04,2015Q2,4,0.47000000000000003,209.54999999999998,142.91917647058824,1449.0,2.9939,52.387499999999996,11486.7474975,191.1
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.17999999999999,6,0.0,35.334599999999995,2015,4,Apr,2015-04,2015Q2,4,0.47,209.54999999999998,142.91917647058824,651.0,5.889099999999999,52.387499999999996,11486.7474975,375.8999999999999
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,2015,4,Apr,2015-04,2015Q2,4,0.48,209.54999999999998,142.91917647058824,1322.0,1.4784,52.387499999999996,11486.7474975,30.8
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.098099999999988,2015,4,Apr,2015-04,2015Q2,4,0.1899999999999999,209.54999999999998,142.91917647058824,393.0,17.098099999999988,52.387499999999996,11486.7474975,449.94999999999993
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.260000000000002,7,0.0,6.256600000000001,2016,12,Dec,2016-12,2016Q4,6,0.41,1045.21,338.2803076923077,1603.0,0.8938,522.605,15555.403416666668,76.3
55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,2016,12,Dec,2016-12,2016Q4,6,0.29,1045.21,338.2803076923077,314.0,59.7371,522.605,15555.403416666668,5149.75
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.139999999999986,2016,6,Jun,2016-06,2016Q2,1,0.24999999999999994,655.09,479.03200000000004,526.0,8.689999999999998,93.58428571428571,15555.403416666668,1042.8
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.400000000000006,5,0.0,15.552000000000001,2016,6,Jun,2016-06,2016Q2,1,0.48,655.09,479.03200000000004,1305.0,3.1104000000000003,93.58428571428571,15555.403416666668,162.00000000000003
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098000000000006,2016,6,Jun,2016-06,2016Q2,1,0.02222222222222224,655.09,479.03200000000004,423.0,1.4196000000000013,93.58428571428571,15555.403416666668,1597.05
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,2016,6,Jun,2016-06,2016Q2,1,0.48,655.09,479.03200000000004,1354.0,3.4944,93.58428571428571,15555.403416666668,72.8
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3000000000000007,2016,6,Jun,2016-06,2016Q2,1,0.11000000000000003,655.09,479.03200000000004,877.0,1.6500000000000004,93.58428571428571,15555.403416666668,150.0
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.480000000000004,4,0.2,16.362,2016,6,Jun,2016-06,2016Q2,1,0.3374999999999999,655.09,479.03200000000004,976.0,4.0905,93.58428571428571,15555.403416666668,242.4
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,2016,6,Jun,2016-06,2016Q2,1,0.5,655.09,479.03200000000004,1684.0,0.84,93.58428571428571,15555.403416666668,8.399999999999999
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.151200000000001,2015,11,Nov,2015-11,2015Q4,6,0.44000000000000006,266.294,713.1882857142857,1118.0,3.0756000000000006,66.5735,16625.075144791666,69.89999999999999
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,2015,11,Nov,2015-11,2015Q4,6,0.3625,266.294,713.1882857142857,1148.0,1.5602,66.5735,16625.075144791666,129.12
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,2015,11,Nov,2015-11,2015Q4,6,0.47000000000000003,266.294,713.1882857142857,609.0,22.9877,66.5735,16625.075144791666,733.6499999999999
